0	2.120794379097215e-05
1	2.1126760563380285e-05
2	2.1126760563380285e-05
3	2.1126760563380285e-05
4	4.0535641200399245e-05
5	2.4398651305667692e-05
6	2.6835562794551606e-05
7	2.1652609661335198e-05
8	2.555362564036215e-05
9	2.3984397635522815e-05
10	2.5454562784539823e-05
11	2.5453635855155152e-05
12	2.6949988370685384e-05
13	2.2395860693952715e-05
14	2.9542087731411626e-05
15	2.461558330060091e-05
16	2.1126760563380285e-05
17	2.333023331238878e-05
18	2.4046891402135425e-05
19	2.1840786311867544e-05
20	2.6829600408051503e-05
21	2.404693731249101e-05
22	2.223869687348958e-05
23	2.289603281327278e-05
24	2.4614443406921503e-05
25	2.6902637520204045e-05
26	2.3638507818807268e-05
27	2.502205823406891e-05
28	2.2492369177609867e-05
29	2.4353354646721633e-05
30	2.217386110698502e-05
31	2.683411024113555e-05
32	2.1126760563380285e-05
33	2.1840786531164574e-05
34	2.2173860176950663e-05
35	2.645030557429104e-05
36	2.5630906269784e-05
37	2.9500122312365608e-05
38	2.4614316086045618e-05
39	2.2492368807501907e-05
40	2.2492372805584964e-05
41	2.3330343370741398e-05
42	2.954580642539307e-05
43	2.3638525661743503e-05
44	2.176469119024834e-05
45	2.4614606489579178e-05
46	2.949598676548203e-05
47	2.157402697403059e-05
48	3.7663011606077924e-05
49	2.6841352132645247e-05
50	2.950347469374869e-05
51	2.1126760563380285e-05
52	2.437615409634145e-05
53	0.0001205378578457774
54	2.206450223885679e-05
55	2.260477966070007e-05
56	2.6557197699749478e-05
57	2.2604778107388813e-05
58	2.2737341596370916e-05
59	0.00012255796239799674
60	3.524805267993737e-05
61	2.4820723671109182e-05
62	0.00012285358208419627
63	2.7993007084514935e-05
64	2.545835218489063e-05
65	2.289599196485158e-05
66	0.0001586798366826831
67	2.333022169437191e-05
68	2.3477953457835354e-05
69	2.2492371009356372e-05
70	3.6749496030349245e-05
71	2.3089442729475865e-05
72	2.2395859111271626e-05
73	2.40472220193686e-05
74	2.3330176458282375e-05
75	4.253107545549292e-05
76	2.545384165353817e-05
77	2.4614884436086886e-05
78	2.4217203640926125e-05
79	2.2064501975415625e-05
80	2.38052392998656e-05
81	2.6982224446136522e-05
82	2.9873146942038937e-05
83	2.31715454578549e-05
84	2.3157725047974112e-05
85	2.273734249972524e-05
86	2.3330276896599452e-05
87	2.2896042754683954e-05
88	2.4614044209032206e-05
89	2.3874218003292548e-05
90	2.363852033867644e-05
91	2.260476380269925e-05
92	3.949008102459078e-05
93	2.3427177049185152e-05
94	2.3638601989772954e-05
95	2.2116168708224253e-05
96	2.363859381128849e-05
97	2.3330244795514797e-05
98	2.3638477736192707e-05
99	2.563326492465563e-05
100	2.333025939694501e-05
101	2.2289191231243466e-05
102	2.3330251540226025e-05
103	2.2272217957737324e-05
104	2.2220186940369567e-05
105	2.5240658174678887e-05
106	2.548725515741345e-05
107	2.260477749719435e-05
108	2.1524495824606862e-05
109	2.2492375750855683e-05
110	2.4639305162901017e-05
111	2.2492381595076946e-05
112	2.4046894679725677e-05
113	2.1597474784941905e-05
114	2.2737323398087948e-05
115	2.3330248124863106e-05
116	2.2737334941092967e-05
117	2.249238088782528e-05
118	2.363841098437658e-05
119	3.731868494069035e-05
120	3.054485721911664e-05
121	2.404686595391823e-05
122	2.2896037323954663e-05
123	2.3638438474681537e-05
124	2.545757162046313e-05
125	2.1387876989016774e-05
126	2.4614982810570562e-05
127	2.2896001247053553e-05
128	2.4046967813972643e-05
129	2.404740258392136e-05
130	2.3638365084410165e-05
131	2.174280689362498e-05
132	2.2492378372072546e-05
133	2.3330168215470055e-05
134	2.1585451420697312e-05
135	2.1623517046706288e-05
136	2.2289191231243466e-05
137	2.178818788164289e-05
138	2.588064813017587e-05
139	2.1994891421646313e-05
140	2.404692704482454e-05
141	2.217386162681074e-05
142	2.4613565446726967e-05
143	2.683523493656735e-05
144	2.4933738068494007e-05
145	2.684860022881088e-05
146	2.8441872692116862e-05
147	2.4640238665344003e-05
148	2.2492377325121822e-05
149	2.2173860971213038e-05
150	2.273733956019035e-05
151	2.349074029268809e-05
152	2.2395859813012456e-05
153	2.9574195901044015e-05
154	2.5457508479010898e-05
155	2.461563663912744e-05
156	2.7993007084514935e-05
157	2.7331209944651168e-05
158	2.1219733620199557e-05
159	2.949486975534431e-05
160	2.2017964006799855e-05
161	2.3089418318020162e-05
162	2.9236150932236872e-05
163	2.4787639499772027e-05
164	2.2017964535187288e-05
165	2.6595590641731747e-05
166	2.193749407414154e-05
167	2.3115841529128403e-05
168	4.119052681114158e-05
169	2.7004183146620185e-05
170	2.372457019349865e-05
171	3.2676846539863325e-05
172	2.617794955858036e-05
173	2.2312095861663994e-05
174	2.1652609709880415e-05
175	2.2553888352765263e-05
176	2.4615627348912098e-05
177	2.9471418905913673e-05
178	2.6847414862885638e-05
179	2.5458301708862286e-05
180	2.3638642574772925e-05
181	2.404666449787446e-05
182	2.308942328417492e-05
183	2.4046727586404848e-05
184	2.461385475158465e-05
185	2.1510233421538587e-05
186	2.7099109429327137e-05
187	2.5456844844008935e-05
188	2.28960106567985e-05
189	2.404733953497838e-05
190	2.2895995749687525e-05
191	2.273732986815826e-05
192	2.404689498749521e-05
193	2.2018235548833068e-05
194	2.239586205909838e-05
195	2.349490078180714e-05
196	2.4046758112280522e-05
197	2.1937494119669528e-05
198	6.336867973111907e-05
199	2.763127937883215e-05
200	2.1870352631413252e-05
201	2.1219733620199333e-05
202	2.461560495525812e-05
203	2.5635645097557642e-05
204	2.3638565839062074e-05
205	2.683661550000029e-05
206	3.5794940750570885e-05
207	2.4989736219620167e-05
208	2.3089397221867177e-05
209	2.545750797116736e-05
210	2.3330303202247067e-05
211	2.1685321939120948e-05
212	2.211616974636723e-05
213	2.3863717780713378e-05
214	2.6830770880586198e-05
215	2.2708385523583686e-05
216	2.2116168441914377e-05
217	2.2116168235682373e-05
218	2.2173319701846688e-05
219	2.2492377327696697e-05
220	3.11556536677937e-05
221	2.2896022818139036e-05
